"emp_no","first_name","last_name","hire_date"
451663,"Mingzeng","Butterworth","2/15/1986"
451665,"Jingling","Berstel","11/14/1986"
451668,"Collette","Osgood","11/16/1986"
451672,"Krisda","Brendel","1/30/1986"
451682,"Fumiyo","Ariola","5/29/1986"
451691,"Xiaoqiang","Katzenelson","7/12/1986"
451694,"Roddy","Walstra","4/9/1986"
451713,"Shounak","Waymire","12/6/1986"
451715,"Barton","Willoner","8/13/1986"
451725,"Xudong","Fontet","12/6/1986"
451728,"Krassimir","Harbusch","6/11/1986"
451733,"Remmert","Brender","3/14/1986"
451751,"Kwan","Hasham","4/1/1986"
451770,"Subir","Merks","7/28/1986"
451781,"Gor","Wilharm","7/11/1986"
451787,"Phuoc","Gruenwald","1/5/1986"
451794,"Masali","Constantine","1/3/1986"
451796,"Susanta","Savasere","3/30/1986"
451798,"Kendra","Khalid","9/20/1986"
451809,"Stella","Glowinski","3/11/1986"
451810,"Kitty","Falco","2/1/1986"
451823,"Alejandro","Janocha","1/19/1986"
451824,"Tru","Gulik","1/17/1986"
451825,"Larisa","Demri","4/30/1986"
451828,"Pintsang","Peng","11/15/1986"
451830,"Masanao","Lamba","2/13/1986"
451844,"JoAnne","Portugali","9/23/1986"
451859,"Khaled","Kaltofen","9/22/1986"
451865,"Golgen","Neiman","3/27/1986"
451897,"Yannis","Rajcani","6/26/1986"
451908,"Xinglin","Polajnar","1/14/1986"
451913,"Krassimir","Wynblatt","10/30/1986"
451918,"Shahar","Granlund","3/20/1986"
451928,"Ramya","Laventhal","7/6/1986"
451930,"Remco","Hashii","7/3/1986"
451934,"Shaowen","Kusalik","6/27/1986"
451939,"Satoru","Haldar","1/12/1986"
451956,"Toshimori","Furudate","1/12/1986"
451971,"Guoxiang","Chiodo","10/21/1986"
451974,"Yuuichi","Cummings","8/23/1986"
451983,"Christoper","Shackel","6/3/1986"
451984,"Xianlong","Bamford","11/27/1986"
451992,"Yuriy","Hagimont","11/4/1986"
452014,"Mooi","Anily","2/2/1986"
452016,"Gunilla","Thummel","1/28/1986"
452018,"Uri","Masada","6/21/1986"
452038,"Breannda","Millington","4/20/1986"
452042,"Palash","Rosin","7/29/1986"
452045,"Narain","Rissanen","11/22/1986"
452046,"Unal","Mitzlaff","8/16/1986"
452058,"Hugh","Gaughan","7/9/1986"
452069,"Nahum","Hiyoshi","10/5/1986"
452080,"Mototsugu","Penn","10/18/1986"
452085,"Giordano","Sinitsyn","2/8/1986"
452093,"Fun","Menhoudj","1/11/1986"
452095,"Munir","Khasidashvili","12/21/1986"
452104,"Shaz","Suri","11/9/1986"
452113,"Sanjeeva","Greenaway","6/2/1986"
452116,"Tadanori","Kaelbling","5/5/1986"
452120,"Shakhar","Thimonier","9/5/1986"
452124,"Badri","Beausoleil","1/27/1986"
452136,"Khaled","Rabejac","1/29/1986"
452152,"Jianhao","Eiron","11/5/1986"
452170,"Lalit","Lunt","10/17/1986"
452182,"Shaowen","Sidou","5/22/1986"
452187,"Tooru","Vilarrasa","9/1/1986"
452189,"Qiwen","Jansen","6/6/1986"
452197,"Yishai","Shinomoto","1/7/1986"
452198,"Niteen","Berendt","10/16/1986"
452199,"Mostafa","Thibadeau","6/15/1986"
452205,"Paddy","Callaway","7/3/1986"
452215,"Arun","Macedo","4/25/1986"
452227,"Aksel","Cronin","5/29/1986"
452236,"Heather","Legleitner","12/4/1986"
452251,"Reinhold","Erni","3/29/1986"
452261,"Khedija","Prenel","12/18/1986"
452265,"Hisao","Nastansky","5/26/1986"
452266,"Xiong","Rotem","4/16/1986"
452278,"Garnet","Delgrossi","9/24/1986"
452285,"Berna","Journel","9/26/1986"
452288,"Fay","Linares","10/17/1986"
452306,"Lenore","Butner","9/22/1986"
452307,"Uno","Giarratana","4/18/1986"
452312,"Kaijung","Portugali","1/17/1986"
452314,"Gao","Naudin","1/28/1986"
452322,"Rosella","Ouhyoung","9/1/1986"
452333,"Kazuhiko","Baaleh","8/18/1986"
452335,"Aloke","Brookman","9/6/1986"
452340,"Odinaldo","Erev","5/24/1986"
452350,"Heping","Erbe","11/10/1986"
452358,"Changho","Mapelli","8/31/1986"
452367,"Martina","Georgakopoulos","2/3/1986"
452377,"Sachar","Covnot","8/31/1986"
452382,"Bokyung","Rahier","1/21/1986"
452394,"Chikara","Danlos","1/29/1986"
452411,"Garnet","Gelosh","4/6/1986"
452446,"Shan","Ozeki","4/24/1986"
452448,"Chandrasekaran","Kaiser","12/30/1986"
452461,"Suvo","Heijenga","9/14/1986"
452464,"Siddarth","Jording","11/27/1986"
452469,"Sorina","Klyachko","12/1/1986"
452481,"Kazunori","Kavanagh","11/17/1986"
452502,"Jacqueline","Luon","12/15/1986"
452513,"Yonghong","Petersohn","7/11/1986"
452520,"Beshir","Baaleh","9/2/1986"
452524,"Nagui","Dredge","12/31/1986"
452541,"Morris","Strandh","5/11/1986"
452545,"Sachin","Poulakidas","2/13/1986"
452550,"Thanasis","Perez","11/23/1986"
452564,"Anneli","Solovay","4/23/1986"
452565,"Shan","Kuszyk","8/9/1986"
452566,"Pranav","Chenney","1/16/1986"
452571,"Yonghoan","Standera","10/31/1986"
452575,"Aria","Famili","2/25/1986"
452583,"Murthy","Ghandeharizadeh","1/21/1986"
452590,"Weiru","Nilsson","7/25/1986"
452591,"Aleksander","Barreiro","5/17/1986"
452597,"Urs","Ermel","3/12/1986"
452613,"Jaewoo","Stellhorn","9/26/1986"
452621,"Werner","Dolinsky","6/26/1986"
452636,"Leen","Kusalik","5/22/1986"
452651,"Sven","Camurati","4/14/1986"
452655,"Aleksandar","Ballarin","5/24/1986"
452666,"Danai","Percebois","4/26/1986"
452682,"Shounak","Wixon","12/9/1986"
452705,"Takanari","Wursthorn","1/25/1986"
452709,"Mara","Taubman","1/24/1986"
452722,"Ger","Streit","11/11/1986"
452724,"Adas","Savasere","6/21/1986"
452725,"Luigi","Kruskal","6/14/1986"
452729,"Takushi","Khalil","1/26/1986"
452739,"Yinghua","Thombley","5/31/1986"
452759,"Kazuhide","Uehara","1/9/1986"
452766,"Guadalupe","Hanratty","1/12/1986"
452769,"Domenick","Huhdanpaa","3/11/1986"
452774,"Abdelkader","Ramamoorthy","6/27/1986"
452785,"Honglan","Cusworth","8/13/1986"
452800,"Florina","Cromarty","6/14/1986"
452809,"Tzvetan","Picel","6/7/1986"
452817,"Jianhua","Taubenfeld","6/3/1986"
452820,"Rance","Nishimukai","5/26/1986"
452843,"Owen","Kalsbeek","6/19/1986"
452846,"Phule","Dengi","6/19/1986"
452853,"Arve","Suomi","3/20/1986"
452854,"Ortrun","Swick","1/12/1986"
452855,"Xiong","Edelhoff","10/12/1986"
452871,"Muneo","Itzigehl","3/24/1986"
452882,"Atreye","Emden","2/11/1986"
452888,"Vidar","Isaac","8/30/1986"
452897,"Yishai","Byoun","8/26/1986"
452900,"Sajjan","Edelhoff","3/3/1986"
452905,"Debaprosad","Wursthorn","3/5/1986"
452908,"Sreenivas","Genther","1/10/1986"
452910,"Lena","Rouquie","8/26/1986"
452929,"Yinlin","Ebeling","3/25/1986"
452931,"Willard","Muhling","9/7/1986"
452933,"Valeska","Jarecki","7/30/1986"
452934,"Neelam","Milicia","4/26/1986"
452955,"Chaosheng","Piancastelli","9/16/1986"
452975,"Mari","Honglei","5/26/1986"
452977,"Moti","Chvatal","12/20/1986"
452995,"Sailaja","Chinin","3/12/1986"
453006,"Eberhardt","Vandervoorde","3/19/1986"
453021,"Zeydy","Imataki","1/22/1986"
453030,"Shahaf","Peris","11/9/1986"
453035,"Phillip","Lorch","11/6/1986"
453049,"Moon","Ozeri","9/4/1986"
453062,"Mariangiola","Setia","7/21/1986"
453066,"Tamiya","Broder","7/17/1986"
453069,"Bowen","Marzano","8/13/1986"
453071,"Kristen","Peek","2/19/1986"
453080,"Sigeru","Selenyi","6/29/1986"
453092,"Christoper","Montemayor","11/2/1986"
453097,"Brigham","Ossenbruggen","1/5/1986"
453102,"Utpal","Brlek","6/29/1986"
453123,"Theirry","Pelc","6/29/1986"
453132,"Goa","Genin","8/13/1986"
453146,"Vishu","Bamford","6/20/1986"
453155,"Rosella","Matzov","8/12/1986"
453156,"Yuichiro","Randi","8/8/1986"
453167,"Jagoda","Hofstetter","2/20/1986"
453188,"Cordelia","Laventhal","3/10/1986"
453189,"DAIDA","Francisci","1/21/1986"
453190,"Kiam","Danley","5/28/1986"
453209,"Gonzalo","Orsini","8/3/1986"
453214,"Xiaoheng","Hennebert","12/18/1986"
453226,"Padma","Cullers","5/23/1986"
453236,"Jeane","Sudbeck","11/7/1986"
453241,"Utpal","Openshaw","5/14/1986"
453251,"Marl","Muniz","8/4/1986"
453280,"Snehasis","Emmart","8/3/1986"
453288,"Guoxiang","Randt","6/19/1986"
453299,"Hyuckchul","Penttonen","6/4/1986"
453319,"Gen","Deyuan","12/22/1986"
453323,"Limsoon","Farrar","5/29/1986"
453339,"Kellie","Vendrig","7/28/1986"
453344,"Nikolaos","Cyre","7/19/1986"
453348,"Feiyu","Schaap","1/23/1986"
453353,"Matt","Birsak","8/1/1986"
453355,"Valeri","Unno","3/24/1986"
453357,"Nobuyoshi","Ruemmler","1/24/1986"
453377,"Kaijung","Yetim","12/19/1986"
453380,"Nectarios","Larfeldt","3/17/1986"
453386,"Roded","Nollmann","4/3/1986"
453387,"Ioana","Hiltgen","4/15/1986"
453401,"Katsuo","Weedman","2/11/1986"
453414,"Denny","Koshino","5/30/1986"
453441,"Ortrud","Tibblin","9/24/1986"
453442,"Abdulah","Besancenot","1/29/1986"
453449,"Eric","Fioravanti","12/12/1986"
453489,"Peternela","Ozeki","1/15/1986"
453502,"Bojan","Stentiford","4/12/1986"
453509,"Douadi","Fiebach","9/27/1986"
453513,"Guadalupe","Broder","5/9/1986"
453530,"Hatim","Baar","10/24/1986"
453533,"Sariel","Hockney","2/21/1986"
453540,"Adil","Suri","11/2/1986"
453541,"Fumitake","Stasinski","9/21/1986"
453543,"Saeko","Benzmuller","2/5/1986"
453551,"Edwin","Veccia","10/9/1986"
453560,"Shay","Pashtan","8/7/1986"
453563,"Weicheng","Demos","6/1/1986"
453569,"Nimmagadda","Christianini","10/26/1986"
453575,"Kristinn","Pashtan","5/25/1986"
453576,"Khosrow","Schnabel","7/28/1986"
453612,"Mang","Nourani","12/2/1986"
453632,"Mohit","Ushiama","5/9/1986"
453646,"Sedat","Denny","5/16/1986"
453650,"Dzung","Luft","6/6/1986"
453654,"Thodoros","Warwick","11/17/1986"
453658,"Gao","Thorelli","9/26/1986"
453661,"Yifei","Stanger","9/2/1986"
453665,"Gal","Matzke","9/25/1986"
453667,"Takahiro","Swan","2/26/1986"
453671,"Insup","Doering","4/7/1986"
453674,"Yucai","Veevers","11/16/1986"
453690,"Basil","Kisuki","4/26/1986"
453692,"Karlis","Weedman","10/2/1986"
453750,"Mircea","Bellmore","8/26/1986"
453755,"Ingemar","Emmart","6/6/1986"
453766,"Vatsa","Begiun","8/27/1986"
453767,"Sachem","Pokrovskii","3/11/1986"
453785,"Pranay","Monkewich","11/5/1986"
453786,"Yagil","Cannata","11/19/1986"
453804,"Udi","Beetstra","11/27/1986"
453809,"Mang","Chelton","2/9/1986"
453814,"Radhakrishnan","Oxenboll","12/19/1986"
453821,"Yakichi","Delgrande","7/9/1986"
453837,"Shrikanth","Basawa","8/7/1986"
453843,"Gina","Gerteisen","12/22/1986"
453853,"Danel","Schauser","7/21/1986"
453860,"Isaac","Luce","9/14/1986"
453867,"Kayoko","Puoti","10/29/1986"
453909,"Takanari","Swist","10/15/1986"
453911,"Jeanne","Cardazo","12/4/1986"
453912,"Inderjeet","Osgood","4/7/1986"
453926,"Kwee","Ginneken","12/11/1986"
453937,"Zita","Standera","4/20/1986"
453941,"Sashi","Klassen","12/30/1986"
453944,"Uma","Angiulli","2/20/1986"
453948,"Mechthild","Vieth","4/22/1986"
453960,"Jaewoo","Montemayor","1/11/1986"
453969,"Kristina","Kavanagh","11/22/1986"
453972,"Shem","Molenaar","6/7/1986"
453974,"Neven","Malabarba","3/21/1986"
453985,"Kenton","Merle","7/17/1986"
453986,"Nikolaos","Slutz","4/6/1986"
453990,"Moie","Pagter","3/29/1986"
453999,"Yinlin","Bernini","12/6/1986"
454000,"Mizuhito","Babu","2/13/1986"
454004,"Phillip","Heering","3/14/1986"
454007,"Jiakeng","Marrevee","6/5/1986"
454013,"Vidar","Bressoud","12/23/1986"
454017,"Premsyl","Kranzdorf","7/28/1986"
454040,"Sangeeta","Redmiles","2/6/1986"
454064,"Gita","Dichev","11/1/1986"
454067,"Uma","Lindenbaum","11/7/1986"
454081,"Paddy","Angiulli","9/2/1986"
454093,"Leen","Taubenfeld","8/4/1986"
454101,"Anneke","Leslie","11/16/1986"
454102,"Wojceich","Boissier","5/9/1986"
454108,"Kenton","Panienski","4/5/1986"
454114,"Yuichiro","Openshaw","3/23/1986"
454122,"Jongsuk","Thiria","9/25/1986"
454135,"Aruna","Leonhardt","5/11/1986"
454141,"Gennady","Heinisuo","10/5/1986"
454149,"Ferdinand","Ramaiah","2/20/1986"
454153,"Sibyl","Gini","6/10/1986"
454160,"Niclas","Dalphin","1/25/1986"
454162,"Alois","Feldmann","2/26/1986"
454175,"Susumu","Godskesen","5/6/1986"
454199,"Evgueni","Pezzoli","10/24/1986"
454217,"Heng","Kaminger","6/6/1986"
454233,"Ewing","Bruckman","2/7/1986"
454250,"Rosine","Dulin","8/2/1986"
454255,"Mokhtar","Greibach","12/12/1986"
454261,"Gor","Schaaf","9/19/1986"
454269,"Francoise","Benner","1/18/1986"
454271,"Uta","Sullins","8/8/1986"
454273,"Xuejia","Compeau","3/5/1986"
454281,"Turgut","Preusig","8/11/1986"
454293,"Mohua","Underwood","9/18/1986"
454309,"Uta","Akaboshi","5/30/1986"
454310,"Khue","Speckmann","10/1/1986"
454318,"Shigenori","Guerreiro","12/20/1986"
454322,"Dulce","Delaune","7/19/1986"
454344,"Sasan","Binkley","12/21/1986"
454350,"Alassane","Ramsey","9/15/1986"
454357,"Zhilian","Kornyak","11/6/1986"
454362,"Chinya","Vitiello","12/11/1986"
454365,"Kazuhisa","Koshino","12/3/1986"
454368,"Billur","Merey","8/5/1986"
454376,"Fabrizio","Rosaz","8/19/1986"
454389,"Nathan","Garnick","10/14/1986"
454412,"Nadjib","Servieres","8/9/1986"
454422,"Keiichiro","Ghemri","5/14/1986"
454425,"Shietung","Pillow","2/12/1986"
454444,"Mamdouh","Wynblatt","1/25/1986"
454465,"Mototsugu","Pollock","5/16/1986"
454470,"Filipe","Bellmore","4/27/1986"
454471,"Hironoby","Cooman","6/3/1986"
454489,"Khalil","Ertl","8/16/1986"
454503,"Gonzalo","Brandsma","8/30/1986"
454517,"Zsolt","Huttel","10/8/1986"
454521,"Gila","Wynblatt","1/19/1986"
454538,"Paddy","Arlazarov","10/12/1986"
454555,"Ute","Knightly","10/11/1986"
454578,"Leaf","Takanami","11/6/1986"
454580,"Leon","Ruther","2/17/1986"
454582,"Rafael","Greenaway","7/25/1986"
454585,"Kauko","Gulla","1/16/1986"
454587,"Phillip","Ossenbruggen","4/15/1986"
454591,"Yinlin","Kornatzky","7/1/1986"
454602,"Feiyu","Cools","7/11/1986"
454608,"Keiichiro","Schieder","10/5/1986"
454617,"Dmitry","Schrift","6/17/1986"
454620,"Baoqiu","Brickell","6/9/1986"
454627,"Nathan","Foote","4/21/1986"
454633,"Gil","Ariola","2/10/1986"
454635,"Lucian","Mandell","2/23/1986"
454643,"Woody","Apsitis","8/6/1986"
454648,"Teunis","Streit","2/8/1986"
454655,"Kaijung","Garnick","3/10/1986"
454661,"Hitofumi","Cichocki","9/19/1986"
454676,"Srinidhi","Giarratana","12/2/1986"
454681,"Leen","Eugenio","7/21/1986"
454696,"Masanao","Juneja","5/14/1986"
454697,"Manu","Ossenbruggen","5/20/1986"
454699,"Huai","Jiafu","9/1/1986"
454722,"Stein","Hofting","10/17/1986"
454732,"Krassimir","Swiss","8/20/1986"
454733,"Peer","Milicia","11/25/1986"
454745,"Marjo","Vigier","6/2/1986"
454750,"Fumitake","Naudin","1/2/1986"
454774,"Niranjan","Bugrara","11/1/1986"
454775,"Feipei","Rikino","1/6/1986"
454788,"Leni","Wynblatt","8/10/1986"
454802,"JoAnne","McAlpine","6/30/1986"
454803,"Nahla","Parfitt","5/22/1986"
454809,"Satyanarayana","Zeidenstein","9/21/1986"
454816,"Mari","Pavlopoulou","8/17/1986"
454822,"Uma","Kropatsch","11/3/1986"
454828,"Udo","Demian","9/7/1986"
454831,"Gererd","Marchesini","8/1/1986"
454836,"Kazuyasu","Siprelle","10/27/1986"
454840,"Leaf","Whittlesey","5/7/1986"
454846,"Billur","Setlzner","7/29/1986"
454849,"Joydip","Mayerwieser","2/11/1986"
454853,"Aral","Falco","9/20/1986"
454870,"Hyuncheol","Honiden","5/16/1986"
454871,"Filipe","Werthner","1/9/1986"
454881,"Wilmer","Trelles","4/2/1986"
454901,"Uriel","Bruckman","7/18/1986"
454906,"Subbu","Cannard","6/26/1986"
454914,"Ipke","Hitomi","5/20/1986"
454924,"Alselm","Veeraraghavan","5/11/1986"
454941,"Ekawit","Hanratty","6/20/1986"
454942,"Mokhtar","Speek","3/21/1986"
454946,"Kankanahalli","Lubachevsky","11/3/1986"
454948,"Emran","Setia","5/22/1986"
454970,"Vasilis","Menhardt","7/31/1986"
454990,"Shooichi","Alameldin","2/13/1986"
454991,"Haldon","Koblick","11/4/1986"
454994,"Mohan","Picht","8/21/1986"
455005,"Jaewon","Hockney","3/25/1986"
455010,"Jeane","Lodder","9/16/1986"
455016,"Garnet","Kamble","5/6/1986"
455025,"Valdiodio","Francisci","3/25/1986"
455030,"Christoph","Kragelund","10/21/1986"
455050,"Jaques","Serre","1/28/1986"
455055,"Val","Malabarba","7/22/1986"
455059,"Kish","Kulisch","2/3/1986"
455063,"Ravishankar","Ravishankar","11/4/1986"
455068,"Etsuo","Biros","6/9/1986"
455072,"Narain","Plumb","11/9/1986"
455080,"Susuma","Zaccaria","1/20/1986"
455082,"Mabhin","Kuhnemann","1/29/1986"
455089,"Fen","Lovengreen","7/28/1986"
455093,"Mountaz","Rodiger","6/13/1986"
455095,"Neelam","Bottner","5/19/1986"
455096,"Masanao","Zaiane","3/24/1986"
455097,"Aksel","Hofting","9/4/1986"
455105,"Perry","Matzov","10/25/1986"
455120,"Weiye","Koyama","9/15/1986"
455121,"Sanjai","Hofstetter","11/23/1986"
455135,"Manu","Erdmenger","5/4/1986"
455145,"Tsuneo","Papsdorf","4/26/1986"
455158,"Chinhyun","Sridhar","2/23/1986"
455159,"Demin","Benantar","1/27/1986"
455165,"Snehasis","Pargas","12/2/1986"
455183,"Lunjin","Highland","2/22/1986"
455196,"Jongsuk","Binkley","2/25/1986"
455202,"Sakthirel","Apsitis","12/28/1986"
455203,"Brewster","Karcich","11/25/1986"
455204,"Eckart","Conte","5/16/1986"
455205,"Remco","Luck","1/11/1986"
455207,"Kristinn","Chiodo","9/10/1986"
455209,"Shrikanth","Rassart","7/29/1986"
455213,"Tomokazu","Narahari","9/20/1986"
455227,"Niranjan","Tsukuda","9/27/1986"
455230,"Manohar","Baranowski","7/1/1986"
455234,"Akeno","Melski","4/10/1986"
455242,"Shigenori","Kitai","4/15/1986"
455243,"Khoa","Bahk","6/10/1986"
455246,"Guttorm","Pavlopoulou","5/26/1986"
455250,"Mohua","Ermel","3/12/1986"
455264,"Arnould","Marrevee","8/2/1986"
455266,"Zita","Czaja","9/14/1986"
455273,"Charlene","Schach","7/20/1986"
455287,"Chinho","Sinicrope","12/10/1986"
455302,"Yaghout","Deverell","8/23/1986"
455318,"Houman","Schaaf","10/4/1986"
455327,"Shaunak","Murtagh","11/30/1986"
455328,"Edwin","Aloia","7/5/1986"
455333,"Souichi","Anick","4/21/1986"
455336,"Debaprosad","Hatcliff","1/3/1986"
455337,"Kamakshi","Berendt","8/29/1986"
455342,"Jungsoon","Michaels","11/15/1986"
455363,"Charmane","Picht","10/16/1986"
455366,"Zhonghua","Zeilberger","4/20/1986"
455368,"Elgin","Vieri","6/8/1986"
455371,"Serap","Erdmenger","3/22/1986"
455375,"Sumali","Zhang","5/24/1986"
455376,"Basil","Eickenmeyer","5/6/1986"
455389,"Nahum","Rabejac","11/5/1986"
455399,"Mats","Fontet","8/11/1986"
455403,"Claudi","Narahara","3/28/1986"
455405,"Baoqiu","Hellwagner","9/3/1986"
455406,"Mari","Roohalamini","7/12/1986"
455424,"Valdiodio","Gammage","1/9/1986"
455435,"Berthier","Pelz","1/5/1986"
455437,"Zvonko","Valiente","9/13/1986"
455439,"Vidar","Casley","9/16/1986"
455444,"Duke","Chepyzhov","3/15/1986"
455453,"Morris","Papsdorf","8/29/1986"
455456,"Angus","Argence","9/19/1986"
455468,"Giao","Skrikant","6/22/1986"
455486,"Christoph","Pfau","8/22/1986"
455489,"Kirk","Landherr","6/5/1986"
455493,"Shrikanth","Lorch","1/22/1986"
455498,"Martial","Waeselynck","4/10/1986"
455502,"Gina","Gomatam","2/20/1986"
455527,"Arnd","Birjandi","4/24/1986"
455553,"Rildo","Erie","12/17/1986"
455561,"Matt","Schusler","2/16/1986"
455564,"Rance","Pleszkun","10/11/1986"
455571,"Monique","Pileggi","5/11/1986"
455579,"Evgueni","Birrer","9/22/1986"
455585,"Tadanori","Schneeberger","9/18/1986"
455616,"Cordelia","Mandelberg","12/17/1986"
455618,"Baoqiu","Syrzycki","4/28/1986"
455624,"Rosli","Kirkerud","3/9/1986"
455631,"Barry","Gewali","9/29/1986"
455637,"Conal","Linares","9/2/1986"
455639,"Moti","Werthner","11/11/1986"
455640,"Takushi","Levasseur","11/14/1986"
455642,"Yuchang","Brandsma","2/20/1986"
455648,"Shuzo","Munawer","8/6/1986"
455656,"Rimli","Anily","7/21/1986"
455664,"Sachin","Ranka","3/22/1986"
455665,"Goo","Encarnacion","12/6/1986"
455671,"Aamer","Hooghiemstra","5/24/1986"
455683,"Toshiko","Heyers","11/29/1986"
455689,"Tsutomu","Decaestecker","4/11/1986"
455695,"Shahar","Narwekar","11/27/1986"
455701,"Dmitri","Fadgyas","5/23/1986"
455703,"Guttorm","Jansch","10/6/1986"
455710,"Neelam","Vigier","2/24/1986"
455724,"Deniz","Pargaonkar","10/20/1986"
455728,"Genta","Kalafatis","1/15/1986"
455749,"Chaosheng","Taneja","8/15/1986"
455769,"KayLiang","Braunmuhl","5/8/1986"
455770,"Petter","Picci","9/8/1986"
455787,"Yishai","Stafford","10/29/1986"
455793,"Abdulla","Azadmanesh","11/8/1986"
455804,"Boriana","Schwartzburd","7/10/1986"
455807,"Miomir","Rosen","9/13/1986"
455811,"Owen","Delaune","9/24/1986"
455812,"Otmar","Sidhu","1/31/1986"
455840,"Naraig","Aumann","12/25/1986"
455850,"Armond","Farrow","12/12/1986"
455868,"Bingning","Sadowski","12/4/1986"
455875,"Uno","Sanella","12/8/1986"
455885,"Parke","Schmittgen","9/10/1986"
455889,"Rutger","Selenyi","7/10/1986"
455897,"Marit","Fujisaki","2/18/1986"
455899,"Gilbert","Malabarba","7/14/1986"
455906,"Zhaofang","Rosch","10/28/1986"
455919,"Vasilis","Delgrande","11/22/1986"
455924,"Mircea","Mitzlaff","11/21/1986"
455928,"Yannik","Figueira","8/27/1986"
455949,"Adam","Harllee","12/6/1986"
455950,"Manibrata","Braunschweig","4/14/1986"
455956,"Shimshon","Reghbati","12/19/1986"
455968,"Udaiprakash","Schueller","11/26/1986"
455974,"Sasan","Leonhardt","1/25/1986"
455980,"Masali","Chaudhuri","1/11/1986"
455992,"Jamaludin","Schrooten","7/30/1986"
455997,"Tadahiro","Budinsky","6/29/1986"
455999,"Dhritiman","Nastansky","10/27/1986"
456001,"DAIDA","Dechter","7/29/1986"
456006,"Sanjeeva","Cromarty","7/30/1986"
456010,"Nevin","Bellone","12/20/1986"
456013,"Atreyi","Peroz","2/2/1986"
456021,"Jiang","Shigei","6/2/1986"
456032,"Mitsuyuki","Duclos","10/8/1986"
456036,"Hitofumi","Swist","12/30/1986"
456037,"Arie","Unno","12/27/1986"
456053,"Eldridge","Buescher","6/27/1986"
456058,"Dharmaraja","Denna","8/6/1986"
456060,"Eran","Improta","12/29/1986"
456066,"Howell","Chenney","3/10/1986"
456073,"Amstein","Pellegrinelli","1/23/1986"
456078,"Christoper","Ranka","5/9/1986"
456091,"Kotesh","Quaggetto","1/14/1986"
456093,"Flemming","Ramaiah","7/11/1986"
456101,"Masako","Krone","5/8/1986"
456151,"Shounak","Ramamoorthy","2/4/1986"
456169,"Kinh","Perl","5/3/1986"
456171,"Xuejun","Papsdorf","4/5/1986"
456179,"Mizuhito","Glinert","7/2/1986"
456180,"Kazuhira","Lieberherr","1/7/1986"
456195,"Hilary","Anick","11/14/1986"
456197,"Heeju","Guenter","11/11/1986"
456213,"Nathan","Cyne","12/4/1986"
456221,"Dhritiman","Feldhoffer","2/11/1986"
456234,"Kensyu","Scallan","11/7/1986"
456240,"Lene","Ravishankar","7/30/1986"
456242,"Chiranjit","Dratva","1/8/1986"
456246,"Adin","Kolvik","11/16/1986"
456247,"Shim","Grabner","7/16/1986"
456259,"Ekawit","Krybus","9/14/1986"
456266,"Gully","Bael","6/30/1986"
456277,"Cheong","Smeets","4/12/1986"
456281,"Freyja","Trystram","8/21/1986"
456286,"Maria","Taubenfeld","12/15/1986"
456305,"Xiahua","Keustermans","6/26/1986"
456310,"Anneke","Bednarek","12/19/1986"
456316,"Arno","Constantine","10/13/1986"
456320,"Huan","Back","10/27/1986"
456326,"Huican","Stentiford","12/31/1986"
456334,"Foong","Peak","4/3/1986"
456335,"Mechthild","Ranum","7/28/1986"
456345,"Dmitry","Sidhu","10/25/1986"
456364,"Lunjin","Tagansky","10/2/1986"
456367,"Yishai","Kleiser","9/18/1986"
456369,"Claude","Giveon","9/4/1986"
456377,"Goh","Rosch","11/13/1986"
456391,"Kendra","Marciano","8/10/1986"
456395,"Martina","Katalagarianos","4/8/1986"
456400,"Tokuyasu","Flexer","8/28/1986"
456411,"Masanao","Maraist","3/22/1986"
456414,"Leandro","Marshall","3/18/1986"
456415,"Dinkar","Tagansky","7/23/1986"
456430,"Sukumar","Picel","7/2/1986"
456432,"Otilia","Coullard","4/14/1986"
456438,"Masoud","Hambrick","6/2/1986"
456440,"Kersti","Stassinopoulos","5/14/1986"
456443,"Moss","Merks","6/21/1986"
456444,"Koichi","Herber","6/22/1986"
456454,"Peer","Wursthorn","11/24/1986"
456470,"Zvonko","Munch","10/16/1986"
456473,"Baoqiu","Ciolek","12/12/1986"
456476,"Spyrose","Lipner","1/14/1986"
456494,"Parke","Borovoy","10/3/1986"
456508,"Martina","Georg","2/20/1986"
456525,"Fox","Kading","10/7/1986"
456528,"Aemilian","Wendorf","7/9/1986"
456532,"Lijia","Penz","11/9/1986"
456542,"Odoardo","Hanabata","4/8/1986"
456545,"Youssef","Lemarechal","9/20/1986"
456547,"Oddvar","Coors","5/11/1986"
456548,"Heng","Passino","6/16/1986"
456554,"Quingbo","Boissier","8/7/1986"
456561,"Tomoyuki","Butterworth","9/24/1986"
456566,"Susuma","Bierbaum","10/16/1986"
456567,"Susanna","Melichar","10/12/1986"
456569,"Gurbir","Rando","12/30/1986"
456572,"Sahrah","Dratva","12/17/1986"
456584,"Paris","Talmon","7/28/1986"
456590,"Nigel","Bodoff","2/18/1986"
456600,"Berhard","Bahr","2/17/1986"
456608,"Shridhar","Glowinski","7/2/1986"
456612,"Demos","Axelband","7/28/1986"
456636,"Rajmohan","Pettey","12/10/1986"
456654,"Adhemar","Erez","5/5/1986"
456668,"Masanao","Peha","12/6/1986"
456671,"Mohan","Zeidenstein","1/30/1986"
456672,"Jongsuk","Schaap","3/12/1986"
456675,"Adin","Sethi","9/11/1986"
